  1.00000000000000E+00  5.40302305868140E-01
  1.10000000000000E+00  5.48851306924949E-01
  1.20000000000000E+00  5.21795166446410E-01
  1.30000000000000E+00  4.52073020375553E-01
  1.40000000000000E+00  3.33135600084472E-01
  1.50000000000000E+00  1.59158703752332E-01
  1.60000000000000E+00 -7.47507770912994E-02
  1.70000000000000E+00 -3.72360588514066E-01
  1.80000000000000E+00 -7.36134786805602E-01
  1.90000000000000E+00 -1.16707533637725E+00
  2.00000000000000E+00 -1.66458734618857E+00
