  1.00000000000000E+00  9.99847695156391E-01
  2.00000000000000E+00  9.99390827019096E-01
  3.00000000000000E+00  9.98629534754574E-01
  4.00000000000000E+00  9.97564050259824E-01
  5.00000000000000E+00  9.96194698091746E-01
  6.00000000000000E+00  9.94521895368273E-01
  7.00000000000000E+00  9.92546151641322E-01
  8.00000000000000E+00  9.90268068741570E-01
  9.00000000000000E+00  9.87688340595138E-01
  1.00000000000000E+01  9.84807753012208E-01
  1.10000000000000E+01  9.81627183447664E-01
  1.20000000000000E+01  9.78147600733806E-01
  1.30000000000000E+01  9.74370064785235E-01
  1.40000000000000E+01  9.70295726275996E-01
  1.50000000000000E+01  9.65925826289068E-01
  1.60000000000000E+01  9.61261695938319E-01
  1.70000000000000E+01  9.56304755963035E-01
  1.80000000000000E+01  9.51056516295154E-01
  1.90000000000000E+01  9.45518575599317E-01
  2.00000000000000E+01  9.39692620785908E-01
