  1.94454364826301E+000  0.00000000000000E+000
 -1.59057003804788E+000 -3.14018491736755E-016
  7.53417436515731E-001  5.88784672006416E-017
  5.96901852132470E-002 -2.94392336003208E-016
 -4.26776695296637E-001  3.92523114670944E-017
  2.89883706652938E-001 -2.94392336003208E-016
  6.20757203331860E-002  7.85046229341887E-017
 -2.66655959906343E-001 -5.39719282672548E-017
  1.76776695296637E-001  0.00000000000000E+000
  6.63840517512576E-002  2.06074635202245E-016
 -2.08522329739913E-001  1.76635401601925E-016
  1.27160952826887E-001 -1.17756934401283E-016
  7.32233047033632E-002 -1.37383090134830E-016
 -1.83841625879619E-001 -6.86915450674151E-017
  1.00135954077543E-001  2.74766180269661E-016
  8.37351650164209E-002  1.37383090134830E-016
 -1.76776695296637E-001  0.00000000000000E+000
  8.37351650164209E-002 -1.37383090134830E-016
  1.00135954077543E-001 -2.74766180269661E-016
 -1.83841625879619E-001  6.86915450674151E-017
  7.32233047033632E-002  1.37383090134830E-016
  1.27160952826887E-001  1.17756934401283E-016
 -2.08522329739913E-001 -1.76635401601925E-016
  6.63840517512576E-002 -2.06074635202245E-016
  1.76776695296637E-001  0.00000000000000E+000
 -2.66655959906343E-001  5.39719282672548E-017
  6.20757203331860E-002 -7.85046229341887E-017
  2.89883706652938E-001  2.94392336003208E-016
 -4.26776695296637E-001 -3.92523114670944E-017
  5.96901852132470E-002  2.94392336003208E-016
  7.53417436515731E-001 -5.88784672006416E-017
 -1.59057003804788E+000  3.14018491736755E-016
